Season,TeamA,TeamB,A_PPG,A_FG%,A_FG3%,A_FT%,A_OR_per_game,A_DR_per_game,A_Ast_per_game,A_TO_per_game,A_Stl_per_game,A_Blk_per_game,A_PF_per_game,A_Road_Wins,A_ConfAbbrev,A_TeamName,A_TotalD1Seasons,A_Seed,A_CoachName,B_PPG,B_FG%,B_FG3%,B_FT%,B_OR_per_game,B_DR_per_game,B_Ast_per_game,B_TO_per_game,B_Stl_per_game,B_Blk_per_game,B_PF_per_game,B_Road_Wins,B_ConfAbbrev,B_TeamName,B_TotalD1Seasons,B_Seed,B_CoachName,Win_predicted
2023,1112,1104,2.2941001743844622,2.432959777673624,1.285168793933633,0.2536426798298407,-0.7696392131012292,1.6314363010870103,2.8146047163780428,-0.13444453256411468,-0.2996283720845234,-0.2202917547213046,-0.5135796965237054,1.7360257549828566,26,Arizona,0.4699463009818287,24,918,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,1
2023,1113,1104,0.04445722604706784,-1.0560921715765292,-1.1706100320547166,-0.25305672474056834,-0.7696392131012292,0.14795059501270136,0.5304138069025955,-0.6742701790948846,0.47164729956942997,1.4320862228057816,0.3238831049659163,1.5114094319995188,26,Arizona St,0.4699463009818287,78,84,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
2023,1116,1104,0.7409527215684819,1.6427448918185898,-0.8177094651929003,-0.25305672474056834,-0.7696392131012292,0.14795059501270136,0.0052339673883349215,-0.13444453256411468,1.1558408574831829,1.4320862228057816,0.3238831049659163,-0.02337539746063979,28,Arkansas,0.4699463009818287,74,293,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
2023,1120,1104,0.5672045405279482,0.0873974837906099,-1.1706100320547166,-0.0014326008605277491,-0.2877851279500446,-0.36151202724439097,0.5304138069025955,-0.6742701790948846,1.1558408574831829,1.4320862228057816,0.3238831049659163,-0.02337539746063979,28,Auburn,0.4699463009818287,53,114,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
2023,1124,1104,1.2607456560158035,0.473017023487673,0.9363165655042509,1.3084240166042718,-0.2877851279500446,-1.941152237807496,0.5304138069025955,-0.6742701790948846,0.47164729956942997,-1.284653443053003,-0.5135796965237054,0.5324297558638478,9,Baylor,0.4699463009818287,25,814,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
2023,1129,1104,0.3932084210924148,0.473017023487673,0.5868385371818052,1.0395597305308404,-1.2455484784911253,0.6496625088856192,-1.137798460650915,-1.2389771226751531,-1.184223079922283,-0.2202917547213046,-0.8694049757834418,0.7913646797375544,22,Boise St,0.4699463009818287,76,556,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
2023,1158,1104,1.7784327753796019,0.0873974837906099,-0.46553650313856637,1.0395597305308404,0.6919227484257364,0.6496625088856192,0.5304138069025955,-0.6742701790948846,0.47164729956942997,-0.2202917547213046,-0.5135796965237054,1.9542426596624944,11,Col Charleston,-1.8837137314830172,36,696,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
2023,1159,1104,1.4335376156460375,2.8310936888254217,2.328137597839119,-0.9872059586588203,-1.7149359785482639,0.14795059501270136,2.395920260269793,-1.831941028240807,0.47164729956942997,-0.2202917547213046,-1.711982541117833,1.5114094319995188,27,Colgate,0.4699463009818287,63,600,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,1
2023,1163,1104,1.4335376156460375,0.8608041145535316,0.5868385371818052,1.3084240166042718,0.6919227484257364,0.14795059501270136,1.9600338890292908,-0.6742701790948846,0.47164729956942997,1.4320862228057816,-0.11655791393600645,1.0400208210485036,5,Connecticut,0.4699463009818287,70,181,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,1
2023,1166,1104,1.2607456560158035,1.2507244298555207,0.5868385371818052,1.856481473630903,-1.2455484784911253,1.6314363010870103,1.5052212127707159,-1.2389771226751531,-1.184223079922283,0.6659818932398343,-1.711982541117833,0.5324297558638478,5,Creighton,0.4699463009818287,28,340,2.031351081712846,0.47016414883457475,-0.12302075749502663,0.7906676788911272,0.2073806218767009,3.0421213302441226,0.9935883859468813,0.374849719338686,-0.34243098684108597,1.3723253568343798,0.30348755789261456,1.953690261886099,28,Alabama,0.4800447991580302,23,677,0
